"Date","Temperature"
2051-01-01,27.7843072800409
2051-01-02,27.8743239629837
2051-01-03,27.7401003882999
2051-01-04,27.4916538783482
2051-01-05,27.3160295758929
2051-01-06,26.7994352794829
2051-01-07,26.297743733724
2051-01-08,26.8252938406808
2051-01-09,27.171277436756
2051-01-10,27.0667983282181
2051-01-11,27.0706261044457
2051-01-12,27.1723833356585
2051-01-13,27.0222906203497
2051-01-14,27.1601007370722
2051-01-15,26.9136233375186
2051-01-16,25.6230204264323
2051-01-17,27.1397120884487
2051-01-18,27.1747869582404
2051-01-19,27.3934817359561
2051-01-20,27.4811732700893
2051-01-21,27.2197858537947
2051-01-22,26.3040012904576
2051-01-23,26.7433207194011
2051-01-24,27.4753589448475
2051-01-25,27.6974266415551
2051-01-26,27.8052510579427
2051-01-27,27.2293364025298
2051-01-28,26.7491481236049
2051-01-29,27.1178702218192
2051-01-30,27.1102960495722
2051-01-31,27.0353158133371
2051-02-01,26.4447614397322
2051-02-02,25.3755097888765
2051-02-03,25.6882423037575
2051-02-04,26.2112263997396
2051-02-05,26.9359215146019
2051-02-06,27.2311718168713
2051-02-07,27.108287702288
2051-02-08,26.7859944661458
2051-02-09,26.9877955845424
2051-02-10,26.8405598958333
2051-02-11,26.9665117536272
2051-02-12,27.1381397065662
2051-02-13,27.1291399274554
2051-02-14,27.3101324172247
2051-02-15,27.086333937872
2051-02-16,26.6887044270833
2051-02-17,26.2609744117374
2051-02-18,26.8051798502605
2051-02-19,26.5564688546317
2051-02-20,27.0101402646019
2051-02-21,27.2961219424294
2051-02-22,26.9440333775112
2051-02-23,27.1081016903832
2051-02-24,27.1692225864956
2051-02-25,27.5737316313244
2051-02-26,27.4807910737537
2051-02-27,27.3869422549294
2051-02-28,27.270168922061
2051-03-01,26.9239237467448
2051-03-02,26.8211027599517
2051-03-03,26.3636006673177
2051-03-04,26.2881292433966
2051-03-05,26.8735988071987
2051-03-06,26.9902210053943
2051-03-07,26.8124430338542
2051-03-08,26.9681306384859
2051-03-09,27.3816583542597
2051-03-10,27.4925141834078
2051-03-11,27.2920064290365
2051-03-12,27.262330264137
2051-03-13,27.4291407993862
2051-03-14,27.4711562383743
2051-03-15,27.4971732003348
2051-03-16,26.7572803315662
2051-03-17,27.0148777553014
2051-03-18,27.0763750348772
2051-03-19,26.8465035574777
2051-03-20,26.4875093005953
2051-03-21,27.1593595958892
2051-03-22,27.1785624186198
2051-03-23,27.182760765439
2051-03-24,27.1462878999256
2051-03-25,27.2287551153274
2051-03-26,27.3447538829985
2051-03-27,27.4610069638207
2051-03-28,27.4490004766556
2051-03-29,27.5148719424294
2051-03-30,27.1071861630394
2051-03-31,26.7621166410901
2051-04-01,26.2291256859189
2051-04-02,26.2505228678386
2051-04-03,26.9748619442894
2051-04-04,26.9431861514137
2051-04-05,27.2424923851377
2051-04-06,27.3279270717076
2051-04-07,27.0756077357701
2051-04-08,26.451068405878
2051-04-09,26.336082531157
2051-04-10,26.4846203031994
2051-04-11,26.6295453752791
2051-04-12,26.7711440313431
2051-04-13,26.9758283342634
2051-04-14,26.3502034505208
2051-04-15,26.6891592843192
2051-04-16,26.8728518531436
2051-04-17,27.1358014787947
2051-04-18,27.1114905947731
2051-04-19,27.1638456798735
2051-04-20,27.3073277064732
2051-04-21,27.3581743512835
2051-04-22,27.4228570847284
2051-04-23,27.4802083333333
2051-04-24,27.4223731631325
2051-04-25,27.4202064150856
2051-04-26,27.5843096051897
2051-04-27,27.0118303571429
2051-04-28,27.0544023786272
2051-04-29,27.1290730794271
2051-04-30,27.0835001627605
2051-05-01,27.029686046782
2051-05-02,26.9626985095796
2051-05-03,26.9897530691965
2051-05-04,27.2875915527344
2051-05-05,26.9792986188616
2051-05-06,27.5961722237723
2051-05-07,27.5853704543341
2051-05-08,27.60341070266
2051-05-09,27.5034729003906
2051-05-10,27.1504949660529
2051-05-11,26.708386811756
2051-05-12,26.5570675804502
2051-05-13,26.6161641438802
2051-05-14,26.6356866745722
2051-05-15,26.6063127790179
2051-05-16,27.0442778087798
2051-05-17,27.1521806989397
2051-05-18,26.8855907621838
2051-05-19,26.4990929013207
2051-05-20,26.4582691010975
2051-05-21,26.3867199125744
2051-05-22,26.2747741699219
2051-05-23,26.3352716355097
2051-05-24,26.5106605166481
2051-05-25,26.7310555594308
2051-05-26,26.8163623628162
2051-05-27,26.8763671875
2051-05-28,27.1286618187314
2051-05-29,26.8648649669829
2051-05-30,27.1204046340216
2051-05-31,26.8349185035343
2051-06-01,26.6886651901972
2051-06-02,26.9060389927456
2051-06-03,27.0588099888393
2051-06-04,26.9117922828311
2051-06-05,27.2067955380394
2051-06-06,27.1746459960938
2051-06-07,27.1657087053572
2051-06-08,27.1552368164063
2051-06-09,27.096102469308
2051-06-10,27.4133995419457
2051-06-11,27.5313470749628
2051-06-12,27.5567565917969
2051-06-13,27.6853910900298
2051-06-14,27.7334373837426
2051-06-15,27.5608866373698
2051-06-16,27.2551513671875
2051-06-17,27.1944519042969
2051-06-18,27.0406999860491
2051-06-19,26.9925301688058
2051-06-20,27.0165998186384
2051-06-21,26.6092366536458
2051-06-22,26.8255670456659
2051-06-23,26.0775681268601
2051-06-24,26.2063988095238
2051-06-25,25.8070545014881
2051-06-26,26.353160749163
2051-06-27,26.1170302618118
2051-06-28,25.5244893391927
2051-06-29,25.4240254720052
2051-06-30,25.0243905203683
2051-07-01,24.9362034388951
2051-07-02,25.8567647298177
2051-07-03,25.8983747209822
2051-07-04,25.9731238955544
2051-07-05,26.6331871396019
2051-07-06,26.2427888416109
2051-07-07,25.3829197474889
2051-07-08,24.0644165039063
2051-07-09,24.0615449451265
2051-07-10,24.8962559291295
2051-07-11,24.9869905017671
2051-07-12,25.2367768787203
2051-07-13,25.0965297154018
2051-07-14,25.2902465820313
2051-07-15,25.3113356817337
2051-07-16,25.4081606910343
2051-07-17,25.618563406808
2051-07-18,25.7211184547061
2051-07-19,25.3201770600818
2051-07-20,25.0542977469308
2051-07-21,25.0463980538505
2051-07-22,25.3388712565105
2051-07-23,25.3699541364397
2051-07-24,24.9953683035715
2051-07-25,25.4419349307106
2051-07-26,25.4494364420573
2051-07-27,25.2912173316593
2051-07-28,25.1383678617932
2051-07-29,25.2717006138393
2051-07-30,25.0752967471169
2051-07-31,25.2473650251116
2051-08-01,25.3840445382255
2051-08-02,25.3117585681734
2051-08-03,25.0478280203683
2051-08-04,25.1098993210566
2051-08-05,25.1848766508557
2051-08-06,24.9501238141741
2051-08-07,25.2158083961124
2051-08-08,25.2500839960007
2051-08-09,25.5452718098958
2051-08-10,25.5281964983259
2051-08-11,25.4671889532181
2051-08-12,25.6067007882255
2051-08-13,25.822150530134
2051-08-14,25.852919514974
2051-08-15,25.7847548711868
2051-08-16,25.6582885742188
2051-08-17,25.7301371256511
2051-08-18,25.8809767950149
2051-08-19,26.2057550339472
2051-08-20,26.0618951706659
2051-08-21,26.1043247767857
2051-08-22,25.9654625302269
2051-08-23,26.0197910853795
2051-08-24,25.8266075497582
2051-08-25,25.8512773786272
2051-08-26,25.6490199497768
2051-08-27,25.41493414016
2051-08-28,25.6423627580916
2051-08-29,25.9346310570127
2051-08-30,26.2546616327195
2051-08-31,26.4928862072173
2051-09-01,26.3371012369792
2051-09-02,26.328492373512
2051-09-03,26.144683547247
2051-09-04,25.9436991373698
2051-09-05,26.1938517252605
2051-09-06,26.2131606329056
2051-09-07,26.2272960844494
2051-09-08,26.0659511021206
2051-09-09,25.950806826637
2051-09-10,26.4998514811198
2051-09-11,26.4164077032181
2051-09-12,26.2254635765439
2051-09-13,26.0131847563244
2051-09-14,25.9356439499628
2051-09-15,25.8538321358817
2051-09-16,25.7393824986049
2051-09-17,25.7854756673177
2051-09-18,25.7463623046875
2051-09-19,25.7832667759487
2051-09-20,25.8174798874628
2051-09-21,26.0834304082962
2051-09-22,25.858553641183
2051-09-23,26.2721496582031
2051-09-24,26.6417029971169
2051-09-25,26.8137770879837
2051-09-26,26.7881466820127
2051-09-27,26.7549072265625
2051-09-28,26.6905572800409
2051-09-29,27.1464680989583
2051-09-30,27.160049874442
2051-10-01,27.0478309268044
2051-10-02,26.7457839239212
2051-10-03,26.6750398181734
2051-10-04,26.638564046224
2051-10-05,26.4995143345424
2051-10-06,26.2415434337798
2051-10-07,26.3428167433966
2051-10-08,26.7499604724703
2051-10-09,26.8476312546503
2051-10-10,27.3332865397136
